CÓDIGO;ESCUELA;REGIONAL;DISTRITO;CORREGIMIENTO;LATITUD;LONGITUD;NIVEL ESCOLAR;MATRÍCULA;ENERGIA;ACCESO;Director;Telefono;Regional Meduca;Telefono2;Categoría Implementación;IP WAN (mikrotik);IP LAN;Firewall;Gabinete 9U;PATCHPANEL;MANEJADOR DE CABLE;Bandeja;PDU;UPS;UPS SNMP Card;RT Mikrotik Tipo A (negro);RT Mikrotik Tipo B (blanco);AP INDOOR;AP OUTDOOR;Power Inyector ;Kit Starlink;Base Starlink;Gabinete 42U;Fotovoltaico;Bodega;Instalacion;Fecha final;COMENTARIOS;Configurado x Liberty
4244;ESC. CORITA DE LOS PEREZ;VERAGUAS;CAÑAZAS;SAN MARCELO;8.28619491;-81.1366374;Primaria;10;SI;TERRESTRE; ADRIANA MENDEZ;68265464;RONNIE DIAZ;63948637;Construcción OE;10.80.92.52/30;172.17.97.160/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Febrero 2026;;NO
4246;ESC. BOCA DE CORITA;VERAGUAS;CAÑAZAS;SAN MARCELO;8.26647278;-81.1052485;Primaria;11;SI;TERRESTRE; EDID ALVAREZ L.;64710731;RONNIE DIAZ;63948637;Construcción OE;10.80.92.56/30;172.17.97.192/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Febrero 2026;;NO
4250;ESC. EL RODEO;VERAGUAS;LA MESA;LOS MILAGROS;8.17069783;-81.0921893;Primaria;19;SI;TERRESTRE; MARÍA ELIZABETH HERNÁNDEZ ;62885279;RONNIE DIAZ;63948637;Drop CWP;10.60.60.180/30;172.17.147.32/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
4252;ESC. SANTA CATALINA;VERAGUAS;LA MESA;LA MESA;8.14011045;-81.2656755;Primaria;25;SI;TERRESTRE; RUTH PEÑALBA;60192092;RONNIE DIAZ;63948637;Construcción OE;10.80.92.60/30;172.17.97.224/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Febrero 2026;;NO
4253;P.C. LA MESA;VERAGUAS;LA MESA;LA MESA;8.147010370;-81.18508220;Premedia;450;SI;TERRESTRE; DÉBORA PÉREZ RIVAS;64293168;RONNIE DIAZ;63948637;Fibra Activa CWP;10.80.96.200/30;172.17.134.64/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
4255;ESC. CAÑA BRAVA;VERAGUAS;LA MESA;LOS MILAGROS;8.15821884;-81.1092901;Primaria;18;SI;TERRESTRE; IBETTE DIAZ DE RODRIGUEZ;69951621;RONNIE DIAZ;63948637;Construcción FTTH;10.80.84.232/30;172.17.39.64/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4257;ESC. MIRADORES;VERAGUAS;LA MESA;LOS MILAGROS;8.18196139;-81.1308433;Primaria;57;SI;TERRESTRE; IRMA P. DE VARGAS;62849469;RONNIE DIAZ;63948637;Construcción OE;10.80.92.68/30;172.17.98.32/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4258;ESC. JOSE MUÑOZ M.;VERAGUAS;LA MESA;LA MESA;8.148214590;-81.18626110;Primaria;352;SI;TERRESTRE; EMILIANA AVILÉS DE PATIÑO ;67336143;RONNIE DIAZ;63948637;Construcción OE;10.80.105.252/30;172.17.207.224/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4260;ESC. LOS VALDESES;VERAGUAS;LA MESA;BISVALLES;8.1614393;-81.2300537;Primaria;17;SI;TERRESTRE; CLELIA  ALVAREZ P;65997640;RONNIE DIAZ;63948637;Fibra Activa CWP;10.80.106.0/30;172.17.208.0/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4263;ESC. ALTO DE LOS SANCHEZ;VERAGUAS;LA MESA;BISVALLES;8.24794368;-81.2179323;Primaria;38;SI;TERRESTRE; EUSEBIA DE GRACIA ARCIA;69293693;RONNIE DIAZ;63948637;Fibra Activa CWP;10.80.106.4/30;172.17.208.32/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
4264;ESC. ZOVELDA FRANCO;VERAGUAS;LA MESA;BISVALLES;8.2040885;-81.1948804;Primaria;28;SI;TERRESTRE;NOELISA VASQUEZ;65670050;RONNIE DIAZ;63948637;Construcción OE;10.80.92.72/30;172.17.98.64/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4266;ESC. JOSE DAVID JIMENEZ;VERAGUAS;LA MESA;BISVALLES;8.198417440;-81.24913750;Primaria;81;SI;TERRESTRE;JOAQUINA ABREGO;60257428;RONNIE DIAZ;63948637;Construcción OE;10.80.92.76/30;172.17.98.96/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4267;ESC. BISVALLE;VERAGUAS;LA MESA;BISVALLES;8.187861980;-81.22385970;Primaria;14;SI;TERRESTRE;NITZIABETH TRISTÁN DE MEDINA;64539765;RONNIE DIAZ;63948637;Construcción OE;10.80.92.80/30;172.17.98.128/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4269;ESC. MONTAÑA DE BORO;VERAGUAS;LA MESA;BORÓ;8.14730652;-81.2891374;Primaria;24;SI;TERRESTRE;DALILA PEÑA;68458698;RONNIE DIAZ;63948637;Fibra Activa CWP;10.80.106.8/30;172.17.208.64/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4270;C.E.B.G. BORO;VERAGUAS;LA MESA;BORÓ;8.17569283;-81.3012359;Basica General;96;SI;TERRESTRE; ARLES E. BATISTA ROMERO;63516312;RONNIE DIAZ;63948637;Construcción OE;10.80.92.84/30;172.17.98.160/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4271;P.C. BORO;VERAGUAS;LA MESA;BORÓ;8.174365760;-81.30339040;Premedia;108;SI;TERRESTRE;ENRIQUE MELENDEZ;67815246;RONNIE DIAZ;63948637;Construcción OE;10.80.80.112/30;172.17.3.128/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4273;ESC. CHARCO NEGRO;VERAGUAS;LA MESA;LLANO GRANDE;8.06925559;-81.1793511;Primaria;22;SI;TERRESTRE;YENILDA E. CONCEPCION;66006009;RONNIE DIAZ;63948637;Construcción OE;10.80.92.92/30;172.17.98.224/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4274;ESC. LA MONTAÑA;VERAGUAS;LA MESA;LLANO GRANDE;8.11258445;-81.1660819;Primaria;11;SI;TERRESTRE;EYRA GONZALEZ;64288906;RONNIE DIAZ;63948637;Construcción OE;10.80.92.96/30;172.17.99.0/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Febrero 2026;;NO
4275;ESC. LOS FLORES;VERAGUAS;LA MESA;LOS MILAGROS;8.12241959;-81.1027358;Primaria;36;SI;TERRESTRE;KENIA MONTILLA;69024975;RONNIE DIAZ;63948637;Fibra Activa CWP;10.80.106.12/30;172.17.208.96/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
4276;ESC. LLANO GRANDE;VERAGUAS;LA MESA;LLANO GRANDE;8.075084590;-81.13385970;Primaria;50;SI;TERRESTRE;YATZURY CANTO;66265566;RONNIE DIAZ;63948637;Construcción OE;10.80.92.100/30;172.17.99.32/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4277;ESC. ANIMAS DE BORO;VERAGUAS;LA MESA;EL HIGO;8.214043;-81.326189;Primaria;310;SI;TERRESTRE; RAFAEL MOJICA;68133862;RONNIE DIAZ;63948637;Construcción OE;10.80.92.104/30;172.17.99.64/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4278;ESC. JESUS MARIA GONZALEZ PEREZ;VERAGUAS;LA MESA;SAN BARTOLO;8.2345285;-81.2816375;Primaria;21;SI;TERRESTRE;EDWIN SANTOS;63918066;RONNIE DIAZ;63948637;Construcción OE;10.80.92.108/30;172.17.99.96/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Febrero 2026;;NO
4280;ESC. MERCEDES A. DE TRISTAN;VERAGUAS;LA MESA;SAN BARTOLO;8.21223584;-81.2771175;Primaria;86;SI;TERRESTRE;JOSE HERNANDEZ;69737097;RONNIE DIAZ;63948637;Construcción OE;10.80.92.112/30;172.17.99.128/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4282;ESC. EL MARAÑON;VERAGUAS;LA MESA;EL HIGO;8.22786183;-81.3510819;Primaria;26;SI;TERRESTRE;ULICES CAMAÑO;65867617;RONNIE DIAZ;63948637;Construcción OE;10.80.92.116/30;172.17.99.160/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Febrero 2026;;NO
4283;ESC. BAJADA DE LA CRUZ;VERAGUAS;LAS PALMAS;LAS PALMAS;8.16452866;-81.4933042;Primaria;11;SI;TERRESTRE; ESPERANZA ORTEGA ;62877760;RONNIE DIAZ;63948637;Construcción OE;10.80.92.120/30;172.17.99.192/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Febrero 2026;;NO
4287;I.P.T. LAS PALMAS;VERAGUAS;LAS PALMAS;LAS PALMAS;8.202124620;-81.49303360;Prof. Y Tecnica;821;SI;TERRESTRE; RAMÓN A. GARCÍA S.;62336241;RONNIE DIAZ;63948637;Fibra Activa CWP;10.80.96.216/30;172.17.134.192/27;Juan Franco-Check Point;1;1;1;1;1;1;1;;1;1;;1;;0;;;Aguadulce;;Enero 2026;;NO
4296;ESC. JOSE A. RUIZ;VERAGUAS;LAS PALMAS;LAS PALMAS;8.13918638;-81.4576541;Primaria;313;SI;TERRESTRE; MARIO A. ATENCIO A.;67221022;RONNIE DIAZ;63948637;Construcción OE;10.80.92.124/30;172.17.99.224/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4298;ESC. LLANO LARGO;VERAGUAS;LAS PALMAS;LAS PALMAS;8.11341785;-81.4388597;Primaria;4;SI;TERRESTRE;ELVIRA PINEDA;65795424;RONNIE DIAZ;63948637;Construcción OE;10.80.92.128/30;172.17.100.0/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Febrero 2026;;NO
4299;ESC. EL ESPAVECITO;VERAGUAS;LAS PALMAS;LAS PALMAS;8.11758443;-81.4002486;Primaria;22;SI;TERRESTRE; AMABLE CAMAÑO;69386304;RONNIE DIAZ;63948637;Construcción OE;10.80.92.132/30;172.17.100.32/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Febrero 2026;;NO
4308;ESC. AMELIA A. DE MACHUCA;VERAGUAS;LAS PALMAS;COROZAL;8.07333526;-81.4388273;Primaria;72;SI;TERRESTRE;MILEIKA VEROY;68887755;RONNIE DIAZ;63948637;Construcción OE;10.80.92.136/30;172.17.100.64/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4310;ESC. LA ARENA;VERAGUAS;LAS PALMAS;EL MARÍA;8.01114774;-81.4353897;Primaria;17;SI;TERRESTRE; BELLA E. MORENO S. ;63853427;RONNIE DIAZ;63948637;Construcción OE;10.80.92.140/30;172.17.100.96/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4313;ESC. MARIA B. DE RODRIGUEZ;VERAGUAS;LAS PALMAS;EL MARÍA;8.02931318;-81.4444559;Primaria;5;SI;TERRESTRE; RAMÓN A. JUÁREZ;65968946;RONNIE DIAZ;63948637;Construcción OE;10.80.92.144/30;172.17.100.128/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4314;ESC. JOSE F. VASQUEZ;VERAGUAS;LAS PALMAS;EL MARÍA;7.96480719;-81.4380264;Primaria;29;SI;TERRESTRE; ALFONSO ARAUZ ;62889680;RONNIE DIAZ;63948637;Construcción OE;10.80.92.148/30;172.17.100.160/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4325;ESC. EL PIRO;VERAGUAS;LAS PALMAS;SAN MARTÍN DE PORRES;8.208973;-81.5341375;Primaria;22;SI;TERRESTRE;YOHANY MOJICA;64539679;RONNIE DIAZ;63948637;Construcción OE;10.80.92.152/30;172.17.100.192/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4335;ESC. LUIS A. RUIZ;VERAGUAS;LAS PALMAS;EL PRADO;8.23755741;-81.5016715;Primaria;74;SI;TERRESTRE; JUAN CARLOS VEROY;62425640;RONNIE DIAZ;63948637;Construcción OE;10.80.92.160/30;172.17.101.0/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
4346;ESC. LA CUCURU- CHA;VERAGUAS;LAS PALMAS;VIGUÍ;8.28480601;-81.5058041;Primaria;62;SI;TERRESTRE; ROBERTO CAMAÑO;67120652;RONNIE DIAZ;63948637;Construcción OE;10.80.92.164/30;172.17.101.32/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4347;ESC. LA CAÑASILLA;VERAGUAS;LAS PALMAS;EL PRADO;8.20369522;-81.4919152;Primaria;12;SI;TERRESTRE;ISY PINO;68857117;RONNIE DIAZ;63948637;Construcción OE;10.80.92.168/30;172.17.101.64/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4349;ESC. ALTO DE LOS RUICES;VERAGUAS;LAS PALMAS;EL PRADO;8.20781099;-81.4731879;Primaria;228;SI;TERRESTRE; LUISA CERRUD;67029261;RONNIE DIAZ;63948637;Construcción OE;10.80.92.172/30;172.17.101.96/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4351;ESC. PINO DEL COBRE;VERAGUAS;LAS PALMAS;EL RINCÓN;8.219176;-81.388176;Primaria;31;SI;TERRESTRE; NIDIA ANDRADE;60581907;RONNIE DIAZ;63948637;Construcción OE;10.80.92.176/30;172.17.101.128/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
4352;C.E.B.G. EL RINCON;VERAGUAS;LAS PALMAS;EL RINCÓN;8.18730648;-81.4294152;Basica General;192;SI;TERRESTRE; DANIELA DE MEDINA;64342135;RONNIE DIAZ;63948637;Construcción OE;10.80.92.180/30;172.17.101.160/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4354;I.P.T. EL RINCON;VERAGUAS;LAS PALMAS;EL RINCÓN;8.187306480;-81.42941520;Prof. Y Tecnica;244;SI;TERRESTRE; JUAN JOSE AVILES ROMERO ;67689204;RONNIE DIAZ;63948637;Construcción OE;10.80.87.16/30;172.17.56.128/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
4355;ESC. LIMON SECO;VERAGUAS;LAS PALMAS;EL RINCÓN;8.21010092;-81.4405401;Primaria;61;SI;TERRESTRE; ALFREDO RODRIGUEZ;67214583;RONNIE DIAZ;63948637;Construcción OE;10.80.92.188/30;172.17.101.224/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4356;ESC. CERRO NEGRO;VERAGUAS;LAS PALMAS;EL RINCÓN;8.18286199;-81.3969152;Primaria;113;SI;TERRESTRE;JULIA JIMENEZ;65996084;RONNIE DIAZ;63948637;Construcción OE;10.80.92.192/30;172.17.102.0/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4359;ESC. LOLA GARNA- DERA;VERAGUAS;LAS PALMAS;LOLÁ;8.09722882;-81.4706708;Primaria;106;SI;TERRESTRE;EDILBERTO ALMANZA;68799187;RONNIE DIAZ;63948637;Fibra Activa CWP;10.80.106.20/30;172.17.208.160/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4364;ESC. JORONES;VERAGUAS;LAS PALMAS;PUERTO VIDAL;8.0448069;-81.5660819;Primaria;62;SI;TERRESTRE;ARISEL FIGUEROA;65768826;RONNIE DIAZ;63948637;Construcción OE;10.80.92.196/30;172.17.102.32/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4365;ESC. PEÑA BLANCA;VERAGUAS;LAS PALMAS;PUERTO VIDAL;8.07460361;-81.5930112;Primaria;63;SI;TERRESTRE;TATIANA CRUZ;69976635;RONNIE DIAZ;63948637;Construcción OE;10.80.92.200/30;172.17.102.64/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Febrero 2026;;NO
4366;ESC. PUERTO VIDAL;VERAGUAS;LAS PALMAS;PUERTO VIDAL;8.05060507;-81.6095631;Primaria;94;SI;TERRESTRE;MARIA SANCHEZ;66376187;RONNIE DIAZ;63948637;Construcción OE;10.80.92.204/30;172.17.102.96/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
4379;ESC. CHUMICAL;VERAGUAS;MONTIJO;UNIÓN DEL NORTE;8.05564026;-81.0641375;Primaria;8;SI;TERRESTRE; MIRIAM ISABEL ALVARADO;64347004;RONNIE DIAZ;63948637;Fibra Activa CWP;10.80.106.28/30;172.17.208.224/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
4380;C.E. ANA TERESA RODRIGUEZ DE GUERRA;VERAGUAS;SONÁ;SONÁ;7.97591825;-81.3341374;Primaria;24;SI;TERRESTRE;KELINETH QUINTERO;69540485;RONNIE DIAZ;63948637;Fibra Activa CWP;10.80.106.32/30;172.17.209.0/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
4381;ESC. VIELKA B. DE MARTINEZ;VERAGUAS;MONTIJO;COSTA HERMOSA;7.944742190;-81.06540280;Primaria;113;SI;TERRESTRE;DANIEL FUENTES;64837244;RONNIE DIAZ;63948637;Fibra Activa CWP;10.80.106.36/30;172.17.209.32/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
4387;C.E.B.G. IDELFONSO CANTO SOLIS;VERAGUAS;MONTIJO;PILÓN;7.955498970;-81.07427190;Primaria;89;SI;TERRESTRE;ORIS SAENZ;69218078;RONNIE DIAZ;63948637;Fibra Activa CWP;10.80.106.40/30;172.17.209.64/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
4388;ESC. HATO DE JESUS;VERAGUAS;MONTIJO;UNIÓN DEL NORTE;8.00360128;-81.0849828;Primaria;12;SI;TERRESTRE; CARMEN AGUILAR;64726800;RONNIE DIAZ;63948637;Fibra Activa CWP;10.80.106.44/30;172.17.209.96/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
4389;ESC. EL BONGO;VERAGUAS;MONTIJO;COSTA HERMOSA;7.951775430;-81.04558850;Primaria;74;SI;TERRESTRE;FLORENTINA HERNANDEZ;68280639;RONNIE DIAZ;63948637;Fibra Activa CWP;10.80.106.48/30;172.17.209.128/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
4390;ESC. EL COCO;VERAGUAS;MONTIJO;MONTIJO;8.010514340;-81.02175480;Primaria;4;SI;TERRESTRE; EDGARDO BATISTA;62262578;RONNIE DIAZ;63948637;Fibra Activa CWP;10.80.106.52/30;172.17.209.160/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
4391;ESC. ADOLFO J. FABREGA;VERAGUAS;MONTIJO;MONTIJO;7.98964814;-81.0547689;Primaria;327;SI;TERRESTRE; GLADIS VÁSQUEZ DE GONZÁLEZ;64318926;RONNIE DIAZ;63948637;Drop CWP;10.60.64.68/30;172.16.50.32/27 ;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
4392;ESC. MARIO RIERA PINILLA;VERAGUAS;MONTIJO;UNIÓN DEL NORTE;8.02036259;-81.0608042;Primaria;32;SI;TERRESTRE;LILIANA AIZPRUA;67307022;RONNIE DIAZ;63948637;Drop CWP;10.60.62.192/30;172.16.38.0/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Diciembre;;SI
4393;ESC. ARENAS;VERAGUAS;MARIATO;ARENAS;7.37203154;-80.8608042;Primaria;36;SI;TERRESTRE;VIRNA DEL C. ESCARTIN;69675095;RONNIE DIAZ;63948637;Construcción OE;10.80.92.208/30;172.17.102.128/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
4394;ESC. EL CACAO;VERAGUAS;MARIATO;EL CACAO;7.34480933;-80.8694152;Primaria;23;SI;TERRESTRE; DEYBIS CRUZ;64578863;RONNIE DIAZ;63948637;Construcción OE;10.80.92.212/30;172.17.102.160/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Enero 2026;;NO
4395;C.E.B.G. SERAFIN VARGAS QUINTERO;VERAGUAS;MARIATO;ARENAS;7.37064265;-80.8052486;Basica General;39;SI;TERRESTRE; CLODOMIRO CANTO A.;68998184;RONNIE DIAZ;63948637;Construcción OE;10.80.92.216/30;172.17.102.192/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
4402;ESC. CASCAJILLOSO;VERAGUAS;MARIATO;ARENAS;7.39165366;-80.8761566;Primaria;18;SI;TERRESTRE;YARILENYS CARABALLO;62225874;RONNIE DIAZ;63948637;Construcción OE;10.80.92.220/30;172.17.102.224/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
4411;ESC. EL COPE;VERAGUAS;MONTIJO;LA GARCEANA;7.90026;-81.033376;Primaria;8;SI;TERRESTRE; ILKA GONZÁLEZ;68008205;RONNIE DIAZ;63948637;Construcción OE;10.80.92.224/30;172.17.103.0/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;SI
4428;I.P.T.. JAIME MELAMED AVILES;VERAGUAS;MONTIJO;PILÓN;7.951492000;-81.07209800;Prof. Y Tecnica;246;SI;TERRESTRE; CELSO  TREJOS PIMENTEL;66984183;RONNIE DIAZ;63948637;Fibra Activa CWP;10.60.62.152/30;172.16.36.192/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
4430;ESC. QUEBRO;VERAGUAS;MARIATO;QUEBRO;7.42842025;-80.834693;Primaria;10;SI;TERRESTRE; DORIS GUERRA;67739056;RONNIE DIAZ;63948637;Construcción OE;10.80.92.244/30;172.17.103.160/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Diciembre;;NO
4438;ESC. CERRO GORDO;VERAGUAS;RÍO DE JESÚS;RÍO DE JESÚS;8.03017185;-81.1849845;Primaria;31;SI;TERRESTRE;SOFIA RUIZ;68286968;RONNIE DIAZ;63948637;Fibra Activa CWP;10.80.106.76/30;172.17.210.96/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
4439;ESC. ADOLFO HERRERA;VERAGUAS;RÍO DE JESÚS;RÍO DE JESÚS;7.98443728;-81.1584882;Primaria;343;SI;TERRESTRE; CARMEN AGUILAR;65612094;RONNIE DIAZ;63948637;Construcción OE;10.80.93.0/30;172.17.104.0/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
4442;ESC. LOS LEONES;VERAGUAS;RÍO DE JESÚS;CATORCE DE NOVIEMBRE;7.98786271;-81.1302486;Primaria;5;SI;TERRESTRE; ARISTIDES CASTILLO ;67205009;RONNIE DIAZ;63948637;Construcción OE;10.80.93.4/30;172.17.104.32/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Diciembre;;NO
4443;ESC. LAS PEÑITAS;VERAGUAS;RÍO DE JESÚS;RÍO DE JESÚS;8.048695790;-81.15580420;Primaria;13;SI;TERRESTRE; DANIS BARRIOS;67407732;RONNIE DIAZ;63948637;Construcción OE;10.80.93.8/30;172.17.104.64/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
4444;ESC. LOS PANA- MAES;VERAGUAS;RÍO DE JESÚS;RÍO DE JESÚS;7.951751640;-81.14302640;Primaria;3;SI;TERRESTRE;TOMASA CASTILLO;67046167;RONNIE DIAZ;63948637;Construcción OE;10.80.93.12/30;172.17.104.96/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Diciembre;;NO
4445;ESC. LOS MONTES;VERAGUAS;RÍO DE JESÚS;CATORCE DE NOVIEMBRE;8.00024812;-81.1462522;Primaria;32;SI;TERRESTRE; EDITH PINEDA GUERRA;64277660;RONNIE DIAZ;63948637;Construcción OE;10.80.93.16/30;172.17.104.128/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;1;;;0;;;Aguadulce;;Diciembre;;NO
4449;ESC. CERRO BANCO;VERAGUAS;RÍO DE JESÚS;LAS HUACAS;7.92258514;-81.1669152;Primaria;20;SI;TERRESTRE; BENICIA G. DE JORDAN;69545329;RONNIE DIAZ;63948637;Fibra Activa CWP;10.80.106.80/30;172.17.210.128/27;Balboa-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
4451;I.P.T. RIO DE JESUS;VERAGUAS;RÍO DE JESÚS;LAS HUACAS;7.934125190;-81.15298210;Prof. Y Tecnica;155;SI;TERRESTRE; CESAR ORTEGA;68674132;RONNIE DIAZ;63948637;Fibra Activa CWP;10.80.96.220/30;172.17.134.224/27;Juan Franco-Check Point;1;1;1;1;1;1;1;1;;1;;;;0;;;Aguadulce;;Enero 2026;;NO
